NTA Experiment Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,Unknown
Experiment Name,PBS_LPS_.nano
Sample Name,""
Operator Name,""
Time Captured,
Pre-treatment,""
Diluent,""
215.5,102600,815228,72176,1679235,238545,158255,1069633,602184,294506,186403,3274141,2242041,3244142,1831583,2267588,49,56084,108,299351,835778,2602885,3115059,4803672,1769576,1572925,198551,95721,1161606,1002248,496064,1128718,910723,517423,1479409,1026296,1654525,2605429,4766858,4427938,5111397,209214,510735,31598,58765,1103567,403068,4248,289072,1480935,1893689,1314031,195240,
216.5,96982,850054,66646,1532827,233277,143291,1013554,497926,257276,181186,3303023,2249518,3186048,1860238,2292025,32,45125,55,276476,816797,2495889,3102505,4765215,1822826,1544805,164528,88316,1237783,1080361,512818,1067023,834427,469159,1423133,1006876,1578623,2528577,4431784,4357159,4947215,193303,516553,24436,46461,1102203,432633,4156,289050,1362272,1975013,1286149,190921,
217.5,91856,886341,61756,1387999,229344,130765,955703,408987,224967,176404,3333600,2261048,3125863,1888720,2309701,21,36161,28,254963,795183,2391950,3085279,4711002,1881022,1522153,136631,82465,1318513,1157018,532867,1009731,763241,425267,1367212,986563,1510202,2455770,4117494,4287695,4774669,177524,521107,18813,36635,1087699,463954,4131,290457,1245843,2054197,1259530,186854,
218.5,87150,923669,57419,1246608,226697,120326,896737,334056,197013,172022,3364845,2275953,3063730,1916509,2319713,13,28856,13,234978,771199,2291242,3063081,4641304,1944255,1504799,113807,77975,1403168,1229891,556155,956686,697163,385509,1311751,965299,1448562,2386946,3824221,4219800,4595585,162053,524215,14421,28837,1061382,496833,4172,293237,1132942,2129231,1234041,183030,
219.5,82801,961551,53557,1110365,225300,111680,837306,271622,172889,168011,3395603,2293521,2999831,1943070,2321272,9,22927,6,216618,745132,2193903,3035675,4556636,2012591,1492595,95159,74699,1490871,1296419,582583,907696,636123,349625,1256865,943050,1393068,2322043,3551873,4153678,4411803,147053,525704,11009,22679,1024960,531006,4280,297344,1024652,2197852,1209531,179436,
220.5,78759,999436,50106,980766,225129,104587,778045,220105,152116,164350,3424589,2313001,2934388,1967862,2313732,6,18131,3,199918,717289,2100035,3002897,4457749,2086074,1485409,79933,72527,1580470,1353936,611985,862540,579989,317345,1202679,919810,1343140,2261000,3300087,4089479,4225128,132665,525424,8372,17838,980371,566140,4459,302738,921843,2257598,1185840,176054,
221.5,74982,1036712,47009,859053,226169,98850,719550,177951,134261,161020,3450392,2333611,2867655,1990343,2296612,4,14268,1,184869,687982,2009709,2964662,4345614,2164710,1483129,67502,71386,1670513,1399816,644111,820977,528583,288395,1149322,895602,1298251,2203757,3068277,4027302,4037288,119009,523244,6342,14044,929632,601836,4715,309379,825169,2305894,1162789,172857,
222.5,71435,1072721,44216,746174,228417,94311,662365,143706,118935,158011,3471486,2354535,2799906,2009978,2269620,2,11167,0,171423,657527,1922966,2920965,4221400,2248462,1485654,57349,71236,1759244,1431653,678599,782751,481689,262504,1096928,870476,1257924,2150254,2855684,3967195,3849898,106177,519064,4788,11078,874711,637623,5058,317231,735078,2340150,1140195,169816,
223.5,68089,1106771,41687,642778,231882,90842,606974,116049,105796,155315,3486252,2374931,2731433,2026252,2232669,2,8689,0,159507,626235,1839821,2871887,4086443,2337238,1492899,49048,72068,1844617,1447442,714956,747598,439063,239408,1045629,844515,1221724,2100432,2661424,3909152,3664429,94235,512816,3602,8763,817425,672974,5501,326254,651830,2357904,1117865,166895,
224.5,64922,1138157,39385,549208,236579,88347,553788,93821,94544,152931,3493005,2393944,2662532,2038680,2185883,1,6717,0,149030,594406,1760265,2817590,3942214,2430885,1504787,42254,73903,1924321,1445757,752536,715249,400446,218854,995556,817824,1189256,2054231,2484523,3853117,3482195,83226,504469,2702,6958,759375,707306,6063,336403,575515,2356965,1095613,164059,
225.5,61916,1166181,37279,465528,242533,86751,503147,76020,84916,150860,3490036,2410715,2593502,2046813,2129598,0,5157,0,139892,562324,1684268,2758316,3790283,2529175,1521247,36685,76793,1995848,1425886,790526,685433,365567,200602,946834,790534,1160165,2011593,2323957,3798988,3304332,73167,494028,2021,5551,701901,739998,6766,347622,506074,2335576,1073258,161275,
226.5,59059,1190176,35340,391551,249777,86004,455311,61803,76684,149107,3475664,2424396,2524632,2050254,2064358,0,3928,0,131987,530252,1611781,2694385,3632278,2631795,1542211,32114,80825,2056570,1387930,827940,657881,334153,184430,899578,762796,1134124,1972460,2178681,3746618,3131795,64054,481542,1507,4453,646071,770406,7639,359847,443330,2292574,1050641,158512,
227.5,56340,1209534,33547,326877,258348,86076,410467,50467,69654,147683,3448293,2434173,2456200,2048667,1990899,0,2968,0,125211,498429,1542741,2626185,3469849,2738337,1567606,28358,86114,2103857,1332832,863628,632325,305932,170130,853895,734776,1110839,1936773,2047650,3695816,2965362,55864,467097,1122,3595,592691,797883,8718,372997,387007,2227521,1027627,155747,
228.5,53753,1223725,31878,270943,268292,86953,368728,41435,63658,146600,3406488,2439280,2388463,2041782,1910124,0,2221,0,119463,467070,1477071,2554163,3304628,2848288,1597355,25270,92816,2135213,1262331,896292,608505,280642,157514,809877,706651,1090041,1904476,1929844,3646356,2805635,48559,450818,833,2924,542325,821799,10051,386975,336756,2140818,1004114,152967,
229.5,51292,1232327,30316,223064,279653,88640,330145,34240,58553,145876,3349045,2439022,2321655,2029410,1823080,0,1647,0,114644,436363,1414683,2478818,3138197,2961020,1631362,22730,101122,2148425,1178856,924527,586163,258029,146410,767602,678605,1071485,1875512,1824276,3597978,2653053,42090,432868,617,2397,495327,841566,11692,401663,292179,2033749,980039,150168,
230.5,48955,1235035,28846,182484,292481,91158,294707,28504,54217,145531,3275070,2432795,2255983,2011443,1730919,0,1207,0,110665,406470,1355484,2400686,2972053,3075784,1669517,20643,111265,2141723,1085358,946881,565050,237855,136661,727137,650822,1054949,1849824,1730011,3550393,2507905,36398,413441,457,1982,451877,856661,13713,416921,252842,1908475,955385,147356,
231.5,46741,1231683,27456,148410,306820,94542,262357,23927,50548,145589,3184057,2420104,2191626,1987860,1634866,0,875,0,107440,377525,1299370,2320331,2807586,3191705,1711679,18934,123519,2113930,985096,961927,544926,219894,128130,688528,623481,1040227,1827356,1646166,3503287,2370344,31421,392757,338,1655,412017,866645,16200,432586,218300,1767964,930175,144547,
232.5,44649,1222248,26135,120051,322713,98846,232992,20270,47459,146078,3075948,2400580,2128729,1958729,1536176,0,627,0,104887,349637,1246236,2238331,2646054,3307777,1757675,17540,138204,2064591,881417,968355,525559,203940,120691,651809,596756,1027134,1808054,1571919,3456330,2240407,27094,371059,250,1397,375681,871185,19256,448469,188105,1615839,904477,141763,
233.5,42679,1206849,24873,96642,340195,104135,206480,17343,44877,147030,2951186,2373995,2067407,1924207,1436100,0,443,0,102931,322894,1195972,2155266,2488569,3422866,1807292,16414,155680,1994061,777534,965074,506733,189800,114236,616997,570808,1015497,1791862,1506511,3409178,2118028,23349,348604,184,1191,342730,870067,23011,464357,161818,1456186,878403,139035,
234.5,40831,1185747,23664,77467,359289,110492,182660,14998,42741,148482,2810743,2340268,2007743,1884534,1335849,0,309,0,101498,297357,1148468,2071707,2336090,3535714,1860271,15517,176343,1903545,676340,951305,488242,177298,108668,584095,545781,1005160,1778726,1449242,3361481,2003055,20123,325654,136,1028,312971,863210,27616,480014,139020,1293310,852096,136396,
235.5,39107,1159328,22500,61870,380004,118011,161359,13117,41001,150474,2656120,2299470,1949787,1840030,1236558,0,212,0,100516,273072,1103611,1988203,2189414,3644951,1916297,14819,200620,1795079,580262,926678,469899,166278,103903,553092,521808,995979,1768590,1399476,3312892,1895267,17356,302475,101,898,286181,850668,33254,495183,119315,1131478,825731,133879,
236.5,37507,1128089,21378,49265,402330,126804,142390,11609,39615,153054,2489324,2251821,1893562,1791086,1139263,0,143,0,99915,250065,1061291,1905278,2049180,3749106,1974996,14296,228950,1671446,491175,891291,451537,156594,99868,523963,498999,987821,1761401,1356633,3263070,1794391,14989,279324,74,794,262124,832631,40139,509587,102334,974669,799503,131515,
237.5,36031,1092613,20294,39136,426232,136993,125563,10402,38548,156273,2312802,2197686,1839061,1738155,1044880,0,95,0,99624,228348,1021399,1823415,1915875,3846627,2035929,13931,261764,1536032,410366,845752,433013,148120,96501,496675,477449,980563,1757101,1320186,3211686,1700109,12972,256444,55,712,240556,809415,48521,522938,87740,826348,773619,129329,
238.5,34681,1053550,19244,31038,451647,148710,110688,9441,37773,160191,2129358,2137560,1786252,1681739,954188,0,62,0,99569,207917,983828,1743056,1789840,3935911,2098587,13709,299454,1392636,338558,791170,414210,140741,93746,471181,457234,974093,1755635,1289663,3158438,1612076,11256,234063,41,646,221241,781457,58687,534942,75227,689307,748285,127339,
239.5,33455,1011587,18228,24592,478481,162098,97580,8683,37267,164873,1942033,2072051,1735080,1622378,867821,0,40,0,99676,188762,948472,1664594,1671284,4015331,2162393,13623,342335,1245244,275965,729106,395039,134357,91561,447428,438414,968306,1756942,1264633,3103049,1529923,9800,212382,30,595,203954,749291,70961,545305,64521,565553,723701,125550,
240.5,32355,967426,17243,19480,506601,177302,86062,8093,37012,170393,1753977,2001861,1685470,1560638,786267,0,25,0,99866,170859,915231,1588373,1560295,4083271,2226695,13666,390597,1097799,222381,661480,375447,128878,89906,425357,421033,963107,1760962,1244709,3045278,1453275,8567,191577,23,556,188484,713531,85704,553740,55375,456283,700050,123954,
241.5,31379,921760,16289,15438,535834,194471,75965,7647,36996,176833,1568304,1927763,1637328,1497094,709874,0,16,0,100062,154179,884007,1514683,1456860,4138169,2290777,13837,444249,953971,177279,590449,355414,124228,88751,404902,405122,958408,1767629,1229539,2984926,1381748,7523,171794,17,527,174635,674846,103307,559983,47573,361913,677486,122530,
242.5,30530,875251,15366,12249,565966,213743,67135,7326,37209,184284,1387956,1850575,1590548,1432323,638852,0,9,0,100182,138686,854705,1443764,1360876,4178555,2353854,14136,503060,816974,139910,518257,334956,120338,88073,385993,390699,954126,1776873,1218800,2921843,1314964,6641,153151,13,506,162231,633938,124187,563793,40924,282172,656130,121246,
243.5,29805,828515,14474,9738,596735,235247,59425,7115,37643,192847,1215573,1771136,1545010,1366886,573291,0,6,0,100148,124342,827236,1375804,1272165,4203102,2415092,14567,566497,689413,109400,447080,314126,117151,87853,368559,377774,950185,1788619,1212195,2855926,1252548,5896,135732,10,493,151110,591516,148770,564969,35263,216228,636064,120059,
244.5,29207,782108,13615,7762,627836,259088,52706,7007,38295,202633,1053394,1690281,1500589,1301323,513172,0,3,0,99883,111102,801512,1310944,1190494,4210664,2473606,15137,633679,573208,84826,378884,293010,114616,88077,352525,366352,946516,1802785,1209449,2787133,1194137,5269,119594,7,488,141132,548276,177480,563353,30446,162845,617329,118922,
245.5,28736,736518,12787,6208,658921,285337,46856,6995,39163,213763,903176,1608822,1457153,1236139,458384,0,2,0,99316,98921,777453,1249279,1115583,4200320,2528485,15856,703332,469562,65280,315310,271728,112693,88737,337819,356431,943053,1819281,1210297,2715476,1139383,4741,104764,6,490,132167,504876,210715,558840,26347,120530,599921,117786,
246.5,28394,692158,11993,4986,689600,314022,41771,7078,40247,226367,766158,1527525,1414571,1171801,408743,0,1,0,98385,87751,754980,1190865,1047121,4171415,2578804,16735,773785,378993,49910,257592,250424,111346,89830,324365,348008,939736,1838008,1214487,2641027,1087949,4297,91244,4,499,124104,461922,248823,551385,22860,87677,583795,116601,
247.5,28183,649368,11232,4024,719451,345114,37353,7257,41548,240584,643053,1447097,1372710,1108727,364005,0,0,0,97039,77544,734019,1135719,984777,4123593,2623643,17791,842984,301414,37946,206522,229266,110545,91356,312092,341079,936508,1858856,1221767,2563915,1039521,3925,79016,3,515,116844,419956,292073,541005,19893,62688,568870,115327,
248.5,28105,608412,10506,3265,748023,378515,33519,7538,43069,256561,534076,1368175,1331446,1047287,323883,0,0,0,95243,68249,714502,1083827,928207,4056818,2662110,19042,908559,236237,28719,162460,208433,110267,93320,300927,335643,933318,1881704,1231885,2484326,993798,3615,68038,3,539,110301,379443,340620,527779,17366,44061,555035,113927,
249.5,28165,569489,9815,2665,774849,414048,30193,7929,44814,274449,438995,1291315,1290657,987796,288064,0,0,0,92975,59818,696361,1035145,877067,3971394,2693363,20512,967922,182504,21661,125371,188111,110493,95728,290802,331702,930116,1906417,1244584,2402499,950501,3359,58258,2,571,104398,340767,394479,511852,15214,30449,542153,112375,
250.5,28369,532731,9160,2190,799453,451444,27311,8442,46787,294401,357202,1216987,1250238,930519,256215,0,0,0,90236,52199,679536,989607,831016,3867969,2716632,22227,1018416,139009,16298,94901,168483,111209,98593,281650,329262,926855,1932845,1259593,2318719,909373,3148,49606,2,614,99070,304230,453490,493426,13379,20694,530075,110656,
251.5,28722,498215,8540,1813,821369,490339,24814,9094,48993,316567,287801,1145577,1210091,875665,228002,0,0,0,87043,45344,663968,947129,789723,3747529,2731245,24219,1057493,104423,12247,70460,149722,112404,101929,273405,328337,923493,1960824,1276628,2233315,870173,2977,42008,1,668,94260,270055,517290,472757,11814,13835,518646,108761,
252.5,29233,465969,7956,1513,840149,530267,22655,9907,51435,341085,229695,1077387,1170137,823397,203094,0,0,0,83431,39203,649603,907607,752869,3611379,2736646,26524,1082910,77392,9202,51313,131979,114069,105752,266005,328948,919986,1990172,1295384,2146646,832684,2843,35381,1,736,89919,238384,585298,450148,10476,9102,507717,106696,
253.5,29912,435981,7407,1273,855379,570668,20788,10907,54116,368079,181664,1012640,1130311,773827,181168,0,0,0,79453,33727,636389,870930,720155,3461119,2732414,29182,1092920,56614,6921,36655,115385,116199,110082,259391,331123,916296,2020690,1315535,2059102,796708,2740,29640,0,820,86005,209293,656703,425936,9333,5895,497149,104473,
254.5,30770,408204,6892,1081,866695,610889,19178,12129,57040,397644,142447,951484,1090570,727026,161918,0,0,0,75174,28867,624280,836973,691299,3298598,2718278,32240,1086453,40896,5216,25688,100036,118790,114941,253506,334901,912384,2052159,1336730,1971088,762070,2666,24699,0,924,82480,182795,730469,400482,8354,3760,486823,102115,
255.5,31821,382566,6412,926,873794,650203,17791,13614,60207,429837,110800,893999,1050887,683026,145059,0,0,0,70670,24577,613231,805609,666038,3125870,2694128,35752,1063230,29189,3944,17664,86001,121839,120353,248295,340329,908212,2084342,1358594,1883019,728612,2619,20475,0,1051,79315,158851,805348,374163,7516,2363,476643,99652,
256.5,33082,358975,5966,802,876445,687830,16602,15415,63617,464663,85543,840211,1011258,641824,130324,0,0,0,66022,20810,603201,776706,644134,2945138,2660024,39776,1023835,20597,2996,11921,73311,125343,126343,243704,347460,903745,2116983,1380725,1795310,696201,2598,16887,0,1208,76483,137377,879919,347354,6796,1464,466539,97122,
257.5,34570,337323,5551,701,874499,722959,15586,17593,67266,502061,65595,790093,971697,603388,117472,0,0,0,61312,17521,594151,750127,625366,2758695,2616192,44379,969689,14378,2288,7898,61969,129300,132938,239683,356360,898945,2149806,1402699,1708370,664720,2602,13857,0,1401,73962,118255,952630,320421,6179,895,456467,94568,
258.5,36306,317494,5168,619,867899,754784,14723,20226,71148,541889,49992,743576,932239,567663,106282,0,0,0,56619,14665,586046,725738,609535,2568858,2563021,49632,902966,9936,1759,5138,51945,133704,140163,236182,367100,893779,2182517,1424068,1622590,634073,2631,11314,0,1639,71733,101345,1021854,293710,5649,540,446409,92032,
259.5,38315,299367,4815,553,856676,782537,13998,23405,75254,583910,37898,700560,892937,534574,96558,0,0,0,52016,12201,578853,703406,596461,2377914,2501054,55615,826425,6803,1362,3284,43185,138551,148047,233152,379756,888211,2214804,1444370,1538340,604184,2685,9192,0,1931,69781,86486,1085966,267537,5194,322,436369,89556,
260.5,40624,282816,4490,499,840958,805521,13395,27241,79572,627775,28598,660917,853860,504028,88123,0,0,0,47569,10089,572542,682996,585984,2188054,2430975,62413,743198,4618,1065,2063,35615,143831,156615,230549,394409,882206,2246337,1463129,1455963,574994,2765,7433,0,2290,68094,73510,1143404,242183,4803,189,426366,87175,
261.5,43263,267718,4193,455,820958,823141,12903,31865,84086,673011,21501,624502,815092,475924,80821,0,0,0,43330,8290,567084,664380,577959,2001328,2353585,70118,656555,3111,840,1275,29142,149531,165893,228324,411139,875731,2276775,1479869,1375767,546460,2872,5981,0,2732,66662,62244,1192749,217887,4468,110,416432,84914,
262.5,46264,253950,3921,420,796974,834941,12514,37432,88776,719020,16119,591155,776730,450150,74517,0,0,0,39340,6767,562453,647429,572258,1819596,2269785,78827,569660,2082,670,775,23666,155634,175904,226433,430025,868751,2305760,1494115,1298024,518556,3010,4791,0,3277,65477,52516,1232788,194844,4181,64,406607,82789,
